ID,Review Date,Location,Hotel/Restaurant name,Processed_review,Location_Hotel
rn464988383,"Reviewed March 6, 2017 ", Cape Panwa,Bamboo Bar,eat lunchtime stay cape panwa great choice food lovely setting staff friendly especially sandy, Cape Panwa_Bamboo Bar
rn463029011,"Reviewed February 26, 2017 ", Cape Panwa,Bamboo Bar,lovely thai food serve lunch king prawn grill rice tasty twice service good price good, Cape Panwa_Bamboo Bar
rn462265768,"Reviewed February 23, 2017 ", Cape Panwa,Bamboo Bar,really good lunch spicy dish also good pizza saladsvery nice break beach day service good young waiter quick polite know would without sandy though, Cape Panwa_Bamboo Bar
rn456656968,"Reviewed February 2, 2017 ", Cape Panwa,Bamboo Bar,great great food sea view relaxed service pleasant staff back potty open night time cafe del mar type music, Cape Panwa_Bamboo Bar
rn454213519,"Reviewed January 23, 2017 ", Cape Panwa,Bamboo Bar,lunch couple time service friendly efficient good range food suit taste, Cape Panwa_Bamboo Bar
rn454021951,"Reviewed January 22, 2017 ", Cape Panwa,Bamboo Bar,pleasure stay cape panwa visit number occasion bamboo bar staff extremely hard work mention one member staff particularly sandy one waitress, Cape Panwa_Bamboo Bar
rn445981319,"Reviewed December 21, 2016 ", Cape Panwa,Bamboo Bar,lovely place sip cocktail eat lunch spend quite day sit swimmer cold drink, Cape Panwa_Bamboo Bar
rn444454828,"Reviewed December 15, 2016 ", Cape Panwa,Bamboo Bar,nice bar beach friendly staff would nice music band playing shame close pm, Cape Panwa_Bamboo Bar
rn443129372,"Reviewed December 9, 2016 ", Cape Panwa,Bamboo Bar,say use every day staff friendly helpful know drink order within couple day although sure say food always lovely whether pizza sandwich sharer, Cape Panwa_Bamboo Bar
rn440064180,"Reviewed November 26, 2016 ", Cape Panwa,Bamboo Bar,lovely food fresh fruit smoothie padthai spicy beef salad although spicy standard still tasty lovely view nice staff, Cape Panwa_Bamboo Bar
rn435293894,"Reviewed November 7, 2016 ", Cape Panwa,Bamboo Bar,lovely cool bar sit shade abite eat cold beer get internet let sandy look like mother bless look family last year, Cape Panwa_Bamboo Bar
rn434944121,"Reviewed November 5, 2016 ", Cape Panwa,Bamboo Bar,well design bar blend background palm good range food drink serve staff hand whenever want, Cape Panwa_Bamboo Bar
rn427617826,"Reviewed October 13, 2016 ", Cape Panwa,Bamboo Bar,good choice food drink friendly fun staff nice place meet friend beer happy hour annoying unusual also pay hotel prices, Cape Panwa_Bamboo Bar
rn425190503,"Reviewed October 4, 2016 ", Cape Panwa,Bamboo Bar,stay cape panwa regularly dine lunch menu varied expensive, Cape Panwa_Bamboo Bar
rn423705050,"Reviewed September 29, 2016 ", Cape Panwa,Bamboo Bar,easily spend whole day beach bamboo bar service beach staff wonderful job drink always cold cocktail make order menu lot choose, Cape Panwa_Bamboo Bar
rn417476282,"Reviewed September 12, 2016 ", Cape Panwa,Bamboo Bar,sit admire view deckchair cabana enjoy great thai western food cocktail drink set private beach cape panwa resort spa soak sun atmosphere great service friendly staff, Cape Panwa_Bamboo Bar
rn416483898,"Reviewed September 9, 2016 ", Cape Panwa,Bamboo Bar,nice lunch cold beer either beach take break sun slightly expensive find village downer nice staff quick service plenty food option, Cape Panwa_Bamboo Bar
rn404340135,"Reviewed August 11, 2016 ", Cape Panwa,Bamboo Bar,place situate hill cape panwa resort get either use free tram walk step road visit several time stay great place drink something, Cape Panwa_Bamboo Bar
rn392409359,"Reviewed July 14, 2016 ", Cape Panwa,Bamboo Bar,arrive hotel day ago visit day drink meal today lovely definitely try range cake look taste amazing good think well place, Cape Panwa_Bamboo Bar
rn386900290,"Reviewed June 28, 2016 ", Cape Panwa,Bamboo Bar,nice beachside bar place eat good hotel guest cape panwa hotel see reason non hotel guest could come location private beach nice, Cape Panwa_Bamboo Bar
rn386275177,"Reviewed June 26, 2016 ", Cape Panwa,Bamboo Bar,bar inside cape panwa hotel beach nice place chill run away rain drink much rest property nothing fanciful, Cape Panwa_Bamboo Bar
rn385331857,"Reviewed June 23, 2016 ", Cape Panwa,Bamboo Bar,look lot different pick much plush great service good food cocktail taste delicious present beautifully would nice hotel maybe consider beach party week, Cape Panwa_Bamboo Bar
rn383135565,"Reviewed June 16, 2016 ", Cape Panwa,Bamboo Bar,excellent food drink bamboo bar locate beach area cape panwa hotel try chicken cashew nut dish fabulous expensive, Cape Panwa_Bamboo Bar
rn381089950,"Reviewed June 9, 2016 ", Cape Panwa,Bamboo Bar,great menu friendly helpful staff lovely cocktail overlook beautiful beach lot seat table relax, Cape Panwa_Bamboo Bar
rn379810012,"Reviewed June 4, 2016 ", Cape Panwa,Bamboo Bar,wow remodel since last visit old shack become oasis sophisticated calm one good beach phuket great cocktail serve old friend sandy, Cape Panwa_Bamboo Bar
rn375514985,"Reviewed May 22, 2016 ", Cape Panwa,Bamboo Bar,main photo misleading major revamp sofa booth well food remember previous visit great lunch time break beach enjoy cold drink lunch icecream, Cape Panwa_Bamboo Bar
rn374750611,"Reviewed May 20, 2016 ", Cape Panwa,Bamboo Bar,go beach little train pull lounge chair palm tree kick back feel like click finger one cheerful staff serve yummy cheap cocktail icy cold beer, Cape Panwa_Bamboo Bar
rn372702056,"Reviewed May 13, 2016 ", Cape Panwa,Bamboo Bar,new look second visit retain low key relaxed atmosphere beach order drink beach always prompt friendly deliciously cold sit really well chill atmosphere, Cape Panwa_Bamboo Bar
rn368513629,"Reviewed April 28, 2016 ", Cape Panwa,Bamboo Bar,quite extensive menu choice good staff always bring drink sun launger drink fantastic anything smoothie alcoholic cocktail iced coffee absolutely must try, Cape Panwa_Bamboo Bar
rn368302771,"Reviewed April 27, 2016 ", Cape Panwa,Bamboo Bar,impressive reception buffet ever food diverse plentiful people still talk grill king tiger prawn succulent chop desperate recipe satay sauce chicken skewer serious note, Cape Panwa_Bamboo Bar
rn368022765,"Reviewed April 26, 2016 ", Cape Panwa,Bamboo Bar,nice local bar good staff well price great cold drink centrally locate great place relaxing coldie, Cape Panwa_Bamboo Bar
rn366692875,"Reviewed April 23, 2016 ", Cape Panwa,Bamboo Bar,bamboo bar daily gathering point stay cape panwa hotel bar conveniently right hotel private beach serve great cocktail standard delicious bar treat call treat menu, Cape Panwa_Bamboo Bar
rn364163018,"Reviewed April 14, 2016 ", Cape Panwa,Bamboo Bar,first come cape panwa bamboo bar lot small agreat atmosphere great bunch staff lot big great charm go staff leave sandy, Cape Panwa_Bamboo Bar
rn359478583,"Reviewed March 28, 2016 ", Cape Panwa,Bamboo Bar,favourite lunch time venue sandie rest staff could help enjoy every meal speedy service lot choice well bamboo beach bar, Cape Panwa_Bamboo Bar
rn358347635,"Reviewed March 24, 2016 ", Cape Panwa,Bamboo Bar,favourite place day gorgeous spicy beef salad staff pleasant hard working, Cape Panwa_Bamboo Bar
rn356801968,"Reviewed March 19, 2016 ", Cape Panwa,Bamboo Bar,wait age food mine arrive remind waiter wait another minute ask finally bring husband burger chip stone cold complain tell, Cape Panwa_Bamboo Bar
rn354052592,"Reviewed March 9, 2016 ", Cape Panwa,Bamboo Bar,eat lunch day week long stay service great food delicious good choice suit people, Cape Panwa_Bamboo Bar
rn353945840,"Reviewed March 8, 2016 ", Cape Panwa,Bamboo Bar,elegant place inside panwa hotel nice place away hour watch mosquitoe dawn dusk severe, Cape Panwa_Bamboo Bar
rn351183244,"Reviewed February 26, 2016 ", Cape Panwa,Bamboo Bar,actually walk steep hill get place find cape panwa hotel way ask direction tell guest hotel could use make, Cape Panwa_Bamboo Bar
rn351068318,"Reviewed February 26, 2016 ", Cape Panwa,Bamboo Bar,couple lunch whilst sunbathe day convenient good get heat, Cape Panwa_Bamboo Bar
rn350992536,"Reviewed February 25, 2016 ", Cape Panwa,Bamboo Bar,always worth visit watch sandy go job never let good food drink never wait place sit keep stuff toe, Cape Panwa_Bamboo Bar
rn350180826,"Reviewed February 23, 2016 ", Cape Panwa,Bamboo Bar,restaurant total makeover since last visit year ago look upmarket one bad experience early week food order somehow got lose leave feel upset let sandy back, Cape Panwa_Bamboo Bar
rn346579028,"Reviewed February 10, 2016 ", Cape Panwa,Bamboo Bar,great position edge cape panwa beachthis relaxed beach bar wide range dish snack meal good size portion price reasonablethe staff friendly even busy place go relaxing time, Cape Panwa_Bamboo Bar
rn343611091,"Reviewed January 29, 2016 ", Cape Panwa,Bamboo Bar,great location nice casual food little bit overpriced add service charge plus tax really add, Cape Panwa_Bamboo Bar
rn338098589,"Reviewed January 7, 2016 ", Cape Panwa,Bamboo Bar,stay hotel full board basis think could eat lunch main cafe cafe andaman however able use lunch voucher bamboo bar find never look, Cape Panwa_Bamboo Bar
rn336347663,"Reviewed December 31, 2015 ", Cape Panwa,Bamboo Bar,excellent location right cape panwa beach friendly efficient staff especially sandy eat lunch day day stay good value money love staff come lounger see want drink, Cape Panwa_Bamboo Bar
rn333611647,"Reviewed December 17, 2015 ", Cape Panwa,Bamboo Bar,fun decor staff really nice could improve staff come beach ask would like drink much well happy hour comparison hotel phuket, Cape Panwa_Bamboo Bar
rn331543297,"Reviewed December 8, 2015 ", Cape Panwa,Bamboo Bar,good food good variety drink tie hotel price bit high staff attentive offer good service well way compete nearby boutique hotel, Cape Panwa_Bamboo Bar
rn324845008,"Reviewed November 6, 2015 ", Cape Panwa,Bamboo Bar,bamboo bar look good comfortable unfortunately food mediocre try look upmarket trendy presentation small serve price staff need training treat guest rain may come may case, Cape Panwa_Bamboo Bar
rn322259853,"Reviewed October 27, 2015 ", Cape Panwa,Bamboo Bar,situate beach cape panwa hotel lovely snack bar serve delicious food drink usual table nice sofa cabana booth perfect relax peckish day, Cape Panwa_Bamboo Bar
rn319188253,"Reviewed October 15, 2015 ", Cape Panwa,Bamboo Bar,eat several time stay great staff location right beach food fantastic drink cold, Cape Panwa_Bamboo Bar
rn317521089,"Reviewed October 10, 2015 ", Cape Panwa,Bamboo Bar,bamboo bar present well nicely decorate locate directly beach cape panwa hotel nevertheless menu variety limited food quality, Cape Panwa_Bamboo Bar
rn316721988,"Reviewed October 6, 2015 ", Cape Panwa,Bamboo Bar,part hotel beach staff great always need fast helpful look well one part great hotel make stay great thank ever one, Cape Panwa_Bamboo Bar
rn314318613,"Reviewed September 28, 2015 ", Cape Panwa,Bamboo Bar,bamboo bar great place beach change lot well run lovely lady call sandy keep every one toe food good choice good, Cape Panwa_Bamboo Bar
rn312570738,"Reviewed September 21, 2015 ", Cape Panwa,Bamboo Bar,love stay cape panwa resort disappoint beach bar look amazing great location standard food poor compare great food offer cafe andaman order panini share, Cape Panwa_Bamboo Bar
rn312158742,"Reviewed September 20, 2015 ", Cape Panwa,Bamboo Bar,spend awful amount time bar perfectly place drink beach staff quite quiet however every staff member speak good english enough understand order, Cape Panwa_Bamboo Bar
rn309726774,"Reviewed September 13, 2015 ", Cape Panwa,Bamboo Bar,meal lovely service good pork satay peanut dip crab spring roll milshake excellant, Cape Panwa_Bamboo Bar
rn301082026,"Reviewed August 19, 2015 ", Cape Panwa,Bamboo Bar,good food would recommend eat restaurant bar sun lounger think flys staff lovely friendly helpful, Cape Panwa_Bamboo Bar
rn293183862,"Reviewed July 27, 2015 ", Cape Panwa,Bamboo Bar,food incredible cocktail coffee delicious friendly staff really enjoy atmosphere daytime bar close guess allow romantic dinner set beach piece quiet lovely, Cape Panwa_Bamboo Bar
rn290293526,"Reviewed July 19, 2015 ", Cape Panwa,Bamboo Bar,bamboo bar knock stay last year small kiosk set whilst work way new version year impressive stylish price exorbitant though, Cape Panwa_Bamboo Bar
rn285239084,"Reviewed July 3, 2015 ", Cape Panwa,Bamboo Bar,ambience good good location food quality also good staff also caring try accomodate requirement, Cape Panwa_Bamboo Bar
rn281583056,"Reviewed June 20, 2015 ", Cape Panwa,Bamboo Bar,love place staff friendly remember name drink like great staff bring drink lay beach sun bathing could go bar, Cape Panwa_Bamboo Bar
rn280384570,"Reviewed June 15, 2015 ", Cape Panwa,Bamboo Bar,lovely people bar right beach lovely food great daytime snack without leave beach, Cape Panwa_Bamboo Bar
rn279727519,"Reviewed June 12, 2015 ", Cape Panwa,Bamboo Bar,place ideal eat cape panwa hotel right beach food simple cook well service good staff attentive bad value either, Cape Panwa_Bamboo Bar
rn274012377,"Reviewed May 23, 2015 ", Cape Panwa,Bamboo Bar,good food lovely smoothie cocktail service friendly quick comfortable relax area wonderful sea view, Cape Panwa_Bamboo Bar
rn272356948,"Reviewed May 16, 2015 ", Cape Panwa,Bamboo Bar,brillint food drink lunch day variety good serve beach, Cape Panwa_Bamboo Bar
rn264656828,"Reviewed April 9, 2015 ", Cape Panwa,Bamboo Bar,visit new bamboo bar cape panwa hotel beach well worth wait redesign enlarge even venue wish either sit enjoy cool refreshing drink, Cape Panwa_Bamboo Bar
rn572323561,"Reviewed April 9, 2018 ", Chalong,Happy Days,go eat dinner high rate tripadvisor bit unsure one later customer come big choice western food staff friendly helpful price good little recommendation would, Chalong_Happy Days
rn565731106,"Reviewed March 10, 2018 ", Chalong,Happy Days,try call healthy barbecue saturday night excellent place also good quick meal drink time simple good western thai dish menue pool table, Chalong_Happy Days
rn564171528,"Reviewed March 3, 2018 ", Chalong,Happy Days,happy day frequent watering hole live phuket talk time live year would often visit happy day daily thai farang food incredible, Chalong_Happy Days
rn555785024,"Reviewed January 22, 2018 ", Chalong,Happy Days,reason happy day continue visit frequent time time food good beer varied good value bar staff owner friendly helpful good value room well sport tv, Chalong_Happy Days
rn549865092,"Reviewed December 28, 2017 ", Chalong,Happy Days,eat lunch dinner day good price something go past chicken burger chicken garlic bacon baguette green curry wedge delicious, Chalong_Happy Days
rn539861962,"Reviewed November 9, 2017 ", Chalong,Happy Days,brilliant breakfast decent coffee cheap beer wide selection tasty thai food western dish wine cocktail single malt whisky happy day fabulous bar fun staff good music pool table great people watch, Chalong_Happy Days
rn537888076,"Reviewed November 2, 2017 ", Chalong,Happy Days,highly recommend place pad thai really good friendly staff good reasonable price great place go lunch, Chalong_Happy Days
rn530076729,"Reviewed October 4, 2017 ", Chalong,Happy Days,good food selection local western dish cold cheap beer good facility price ok, Chalong_Happy Days
rn528620985,"Reviewed September 30, 2017 ", Chalong,Happy Days,basically chalong area sunday look past place sunday lunch super good value tasty wash icy cold beer end stay lunch atmosphere, Chalong_Happy Days
rn525992883,"Reviewed September 20, 2017 ", Chalong,Happy Days,service good quick big array western food thai food thai food average pasta miss hear good thing rib roast serve certain day, Chalong_Happy Days
rn524544174,"Reviewed September 15, 2017 ", Chalong,Happy Days,place offer plenty choice good portion good price nice open area sit chill, Chalong_Happy Days
rn521588146,"Reviewed September 5, 2017 ", Chalong,Happy Days,food nice though thai admit thai food great sunday brunch good value money well friday bbq apple crumble delicious try outdoor, Chalong_Happy Days
rn495519917,"Reviewed June 23, 2017 ", Chalong,Happy Days,nice place grab food simply hang friend drink apple crumble good worth try, Chalong_Happy Days
rn484010797,"Reviewed May 13, 2017 ", Chalong,Happy Days,come full english breakfast disappointed portion tiny mini sausage lethargic bacon mini tomato enough bean potato egg slightly watery leave hungry never ever leave hungry eat full english breakfast, Chalong_Happy Days
rn483411258,"Reviewed May 11, 2017 ", Chalong,Happy Days,several time always good food service also good fast like footballsoccer even watch game want highly recommend, Chalong_Happy Days
rn471812641,"Reviewed April 1, 2017 ", Chalong,Happy Days,recommend go happy day hotel manager definitely worth visit go friday bbq night big bbq meal great rib chicken mash potato coleslaw bean garlic bread, Chalong_Happy Days
rn466005241,"Reviewed March 10, 2017 ", Chalong,Happy Days,sunday roast amazing great price great food everything taste authentic extra yorkshire pudding leave un button pant extra room service quick attentive recommend brit partner brit, Chalong_Happy Days
rn459497579,"Reviewed February 13, 2017 ", Chalong,Happy Days,read great review trip advisor place stumble upon walk happily decide dinner friday rib night order rib meal one arrive, Chalong_Happy Days
rn459476556,"Reviewed February 13, 2017 ", Chalong,Happy Days,keep come back happy day due location relaxing environment especially service excellent good menu choose customer mine take always complimentary place, Chalong_Happy Days
rn458658446,"Reviewed February 11, 2017 ", Chalong,Happy Days,good western food include breakfast reasonable price wifi signal excellent barbeque option end week football live big screen live music close beach, Chalong_Happy Days
rn458404867,"Reviewed February 9, 2017 ", Chalong,Happy Days,friday night barbecue rib absolutely good food good good place chalong civilised drink fun evening, Chalong_Happy Days
rn456122674,"Reviewed January 31, 2017 ", Chalong,Happy Days,order extra pizza yummy cheese deprive olive feta lot fresh spinach pepper topping phun lovely waitress great sense humour interior could well great, Chalong_Happy Days
rn451958530,"Reviewed January 14, 2017 ", Chalong,Happy Days,try decide go chalong go disappoint huge menu fair price food always good owner staff great rib night fri great keep, Chalong_Happy Days
rn445213951,"Reviewed December 19, 2016 ", Chalong,Happy Days,nice place near pier centre chalong phuket staff friendly helpfull nice food good value money, Chalong_Happy Days
rn441260270,"Reviewed November 30, 2016 ", Chalong,Happy Days,come great place go drink eat menu extensive highlight friday saturday bbqs absolutely delicious freshly prepare premise, Chalong_Happy Days
rn440641688,"Reviewed November 28, 2016 ", Chalong,Happy Days,excellent service food great value money meat cook perfection plenty vegetable, Chalong_Happy Days
rn440228421,"Reviewed November 26, 2016 ", Chalong,Happy Days,place nothing fancy good food good price traditional thai food cook fresh plenty flavor dining area covered deck opening onto street front serve thai western food, Chalong_Happy Days
rn439153662,"Reviewed November 21, 2016 ", Chalong,Happy Days,ever hungry need good food eat place every weekend bbq really really really good service amazing tv watch good old footie, Chalong_Happy Days
rn436277542,"Reviewed November 10, 2016 ", Chalong,Happy Days,food excellent highlight either friday bbq rib excellent sunday roast yorkshireman amazed find somewhere thailand able good quality roast beef perfect yorkie great selection, Chalong_Happy Days
rn434718676,"Reviewed November 4, 2016 ", Chalong,Happy Days,try burger really blend boring really like combination ketchup sweet mustard beetroot mayo, Chalong_Happy Days
rn426323417,"Reviewed October 9, 2016 ", Chalong,Happy Days,fancy day breakfast baguette maybe sunday roast place go good phenomenal bbq friday good rib ever taste chicken die recommend highly enough enjoy, Chalong_Happy Days
rn425110666,"Reviewed October 4, 2016 ", Chalong,Happy Days,great western food thai staple chill bar full sized pool table footie box friendly staff reasonable prices good, Chalong_Happy Days
rn424247216,"Reviewed October 1, 2016 ", Chalong,Happy Days,nice patio dining watch world go sunrise road good food western local, Chalong_Happy Days
rn415674193,"Reviewed September 7, 2016 ", Chalong,Happy Days,order mojito add sugar still bottom glass undisolved essentially make taste entirely rum typical thai rum twice bitter order chciken bacon garlic, Chalong_Happy Days
rn403581080,"Reviewed August 10, 2016 ", Chalong,Happy Days,place burger patty perfect somehow manage fry really thick gram mince meet beef well juicy reasonable price recommend try also try salad several time really good taste, Chalong_Happy Days
rn392570051,"Reviewed July 14, 2016 ", Chalong,Happy Days,one first lunch thailand love friend live area take popular spot local end dinner night, Chalong_Happy Days
rn392514596,"Reviewed July 14, 2016 ", Chalong,Happy Days,food service good thai food western food look welcome thai food nice spicy coldest cheap beer find yet enjoy food drink, Chalong_Happy Days
rn387714184,"Reviewed June 30, 2016 ", Chalong,Happy Days,great bar regular year great selection food thai western beer wine liquor especially selection scottish malt excellent good sunday roast island bbq ribs cookout friday reasonable affordable, Chalong_Happy Days
rn381639326,"Reviewed June 11, 2016 ", Chalong,Happy Days,happy day name say people go generally happy expat hangout almost clientelle english speak love watch sport play pool along grab meal, Chalong_Happy Days
rn380120024,"Reviewed June 5, 2016 ", Chalong,Happy Days,choose stay room bar trip phuket room decently price good budget perfect traveler like breakfast good service, Chalong_Happy Days
rn379622271,"Reviewed June 4, 2016 ", Chalong,Happy Days,scuba instructor recommend good like usd get serving rib cole slaw mashed potato chicken garlic bread rib good affordable kind want go back never, Chalong_Happy Days
rn374010540,"Reviewed May 18, 2016 ", Chalong,Happy Days,always like visit happy day restaurant visit chalong aaron owner great guy always come chat mostly footy lol make feel welcome food amazing love bbq night friday, Chalong_Happy Days
rn371979116,"Reviewed May 11, 2016 ", Chalong,Happy Days,try place follow recommendation end eat many evening good food well cocked excellent price suitable afternoon smoothie evening cocktail great place, Chalong_Happy Days
rn370860316,"Reviewed May 7, 2016 ", Chalong,Happy Days,place well run western thai food good price friday night bbq wonderful large portion good price also good breakfast lunch place open little late, Chalong_Happy Days
rn368378922,"Reviewed April 28, 2016 ", Chalong,Happy Days,happy day long stand institution phuket attract great mix expat local tourist due uncommonly good delivery western local food lot care attention little detail homemade baked, Chalong_Happy Days
rn366326165,"Reviewed April 22, 2016 ", Chalong,Happy Days,plesant open air cafe choose different set english continental breakfast even create provide option, Chalong_Happy Days
rn365531143,"Reviewed April 19, 2016 ", Chalong,Happy Days,love saturday special much food yam fry also super yummy go back sunday sunday special bit less amazed waitress much less friendly guess would try luck, Chalong_Happy Days
rn360848556,"Reviewed April 2, 2016 ", Chalong,Happy Days,breakfast last week order fish chip always fry pretty good fish fry usual crispy powder suppose stll fish juicy tasty get give, Chalong_Happy Days
rn359998566,"Reviewed March 30, 2016 ", Chalong,Happy Days,really fun friendly english bar chalong bay rib saturday amazing portion size huge day drink pretty cheap food great owner really friendly well, Chalong_Happy Days
rn359316363,"Reviewed March 28, 2016 ", Chalong,Happy Days,good english american breakfast free wifi good service would definitely go back fact soon, Chalong_Happy Days
rn347817360,"Reviewed February 15, 2016 ", Chalong,Happy Days,many time already staff friendly food delicious beer cold ask, Chalong_Happy Days
rn346576844,"Reviewed February 10, 2016 ", Chalong,Happy Days,meal sunday lunch excellent bbq worth visitstafff friendly give great servicea really nice place drink try food return, Chalong_Happy Days
rn346012298,"Reviewed February 8, 2016 ", Chalong,Happy Days,place special night good food always busy bustle food hit miss good fast service nice cold beer, Chalong_Happy Days
rn343906823,"Reviewed January 30, 2016 ", Chalong,Happy Days,intend eat smell kitchen nice decide give go expat style pub thailand hit miss place really busy seem good crowd, Chalong_Happy Days
rn341653806,"Reviewed January 21, 2016 ", Chalong,Happy Days,nice place eat aware way lot bargirl hang around like meters around restaurant, Chalong_Happy Days
rn340616354,"Reviewed January 17, 2016 ", Chalong,Happy Days,run aaron friendly welcoming twice far rib friday die great quality meat fall bone highly recommend burger good home make variety oh beer, Chalong_Happy Days
rn340114229,"Reviewed January 14, 2016 ", Chalong,Happy Days,really like place good massaman curry phuket love ambiance play pool enjoy evening, Chalong_Happy Days
rn339102810,"Reviewed January 11, 2016 ", Chalong,Happy Days,local bring think average place local seem like spaghetti bolognese bland pasta cooked sauce also watery slow eater feel, Chalong_Happy Days
rn338418093,"Reviewed January 8, 2016 ", Chalong,Happy Days,eat happy day long walk chalong fact bar evening stop serve great thai food order pad thai mussaman curry one good thailand, Chalong_Happy Days
rn338019872,"Reviewed January 6, 2016 ", Chalong,Happy Days,time recently always enjoy friendly staff cold beer good value clean food football tv like definitely good bar chalong, Chalong_Happy Days
rn337454766,"Reviewed January 5, 2016 ", Chalong,Happy Days,go breakfast read good review big let food bland bad iced coffee ever water end dirty water ice, Chalong_Happy Days
rn331335023,"Reviewed December 7, 2015 ", Chalong,Happy Days,come burger good price big tasty burger many different option thai food would eat local restaurant international food would go nice service girl friendly fyoufyouyou enjoy, Chalong_Happy Days
rn329626375,"Reviewed November 28, 2015 ", Chalong,Happy Days,visit happy day nearly every day two week beautiful food nice staff great value money, Chalong_Happy Days
rn325615357,"Reviewed November 9, 2015 ", Chalong,Happy Days,never bad meal eat year several time week hero rib friday especially good, Chalong_Happy Days
rn324537802,"Reviewed November 4, 2015 ", Chalong,Happy Days,take dive shop owner order chicken curry want make sure breast meat diner order rib full bar pool table dart board also order fried spring, Chalong_Happy Days
rn320790634,"Reviewed October 21, 2015 ", Chalong,Happy Days,finally get round eat couple time read rave review first time breakfast probably one good fried breakfast phuket complete black pudding thing find bit strange serve, Chalong_Happy Days
rn320356413,"Reviewed October 20, 2015 ", Chalong,Happy Days,enjoy many nice meal drink stay chalong huge gr elvis burger many choose also serve ice cold apple cider call moose good cider thailand great place, Chalong_Happy Days
rn317873287,"Reviewed October 11, 2015 ", Chalong,Happy Days,situate circle chalong lead towards pier nice come across happy day walk warm smile friendly reception follow great food variety european thai good, Chalong_Happy Days
rn314252547,"Reviewed September 28, 2015 ", Chalong,Happy Days,try everything thai sandwich special dinner friday bbq sunday roast even christmas dinner food always cook high standard cater request live like thai food cook, Chalong_Happy Days
rn309746957,"Reviewed September 13, 2015 ", Chalong,Happy Days,move thailand wife want get mix good thai european food definitely place go great service waitress certainly live thai reputation, Chalong_Happy Days
rn308897129,"Reviewed September 10, 2015 ", Chalong,Happy Days,pub restaurant base chalong go place expat areathe owner aaron nina great host bar friendly welcoming environment great foodfriday bbq night well worth go delicious food, Chalong_Happy Days
rn307994820,"Reviewed September 7, 2015 ", Chalong,Happy Days,stop couple pizza first night area first place find feel shady nice coconut shake good feed good price would come, Chalong_Happy Days
rn307665591,"Reviewed September 6, 2015 ", Chalong,Happy Days,move chalong one first place visit great selection food breakfast dinner healthy breakfast fantastic nice museli creamy natural yoghurt proper honey none artificial sweet stuff wonderful fresh fruit, Chalong_Happy Days
rn305178206,"Reviewed August 30, 2015 ", Chalong,Happy Days,eat drink occasion stay phuket visit phuket peak season find majority bar eatery chalong area quiet completely empty however case happy, Chalong_Happy Days
rn295646779,"Reviewed August 4, 2015 ", Chalong,Happy Days,great food staff helpful friendly menu excellent thai english food sunday roast superb round good experience, Chalong_Happy Days
rn292000636,"Reviewed July 24, 2015 ", Chalong,Happy Days,wow belly buster taste like home hungry recommend farmer breakfast, Chalong_Happy Days
rn290527510,"Reviewed July 19, 2015 ", Chalong,Happy Days,firm favourite daughter live phuket roast dinner crave place owner friendly obliging want play pool table, Chalong_Happy Days
rn288764571,"Reviewed July 14, 2015 ", Chalong,Happy Days,live work phuket many year find well place rest relax day diving training coldest beer phuket ice cold everytime food beyond awesome try chicken wing elvis burger, Chalong_Happy Days
rn287120474,"Reviewed July 9, 2015 ", Chalong,Happy Days,first tell place friend noi decide try great place hangout food taste great big portion drink great value staff friendly attentive free wifi great, Chalong_Happy Days
rn283531046,"Reviewed June 28, 2015 ", Chalong,Happy Days,good option crave western food dish reasonably price authentic taste home english owner nice guy staff well trained good tripadvisor, Chalong_Happy Days
rn279662145,"Reviewed June 12, 2015 ", Chalong,Happy Days,visit happy day yesterday welcome helpful staff good selection beer cider thai food good food far highly recommend, Chalong_Happy Days
rn279215541,"Reviewed June 10, 2015 ", Chalong,Happy Days,stay phuket month constantly search fine english breakfast could find one day friend take happy day wait superb breakfast trimming coffee tea, Chalong_Happy Days
rn276584381,"Reviewed June 1, 2015 ", Chalong,Happy Days,stay chalong around month visit regularly breakfast lunch dinner especially like friday saturday bbqs cook aaron owner special mention waitress jeng always greet great smile, Chalong_Happy Days
rn275643211,"Reviewed May 29, 2015 ", Chalong,Happy Days,husband wife team really nice place eat drink chill great english b fast great sunday roast owner wife staff enough large tvgreat football fan safe place, Chalong_Happy Days
rn269715531,"Reviewed May 3, 2015 ", Chalong,Happy Days,happy day oh yes great little bar show live sport big screen good atmosphere good food cold beer good tune shall go back, Chalong_Happy Days
rn265185917,"Reviewed April 11, 2015 ", Chalong,Happy Days,go happy day intention one sunday roast look menu come across fat boy english breakfast could resist travel away home england year, Chalong_Happy Days
rn263975149,"Reviewed April 6, 2015 ", Chalong,Happy Days,enjoy beer cocktail large plate thai food side white rice usd food slightly well average portion much large average staff friendly attentive place clean, Chalong_Happy Days
rn263378184,"Reviewed April 3, 2015 ", Chalong,Happy Days,place get lot good review although like beer cider stock food massively overate mediocre roast much stodge plate much potato, Chalong_Happy Days
rn260474093,"Reviewed March 18, 2015 ", Chalong,Happy Days,place wonderful mix restaurant bar local stronghold expat thais people live pass chalong aaron nina run place nice people meet, Chalong_Happy Days
rn255195067,"Reviewed February 19, 2015 ", Chalong,Happy Days,eat everytime want eat bbq burger three week vacation chalong area friday bbq sunday roast tasty eat burger fry order one portion fry extra, Chalong_Happy Days
